District,Zone,Geographical Region,Development Region,Constituency,CandidateName,Gender,Age,PartyName
Sunsari,Kosi,Terai,Eastern,4,हरि बहादुर कार्की,पु,39,खस समावेशी राष्ट्रिय पार्टी 
Sunsari,Kosi,Terai,Eastern,4,श्यामदेव  मेहता,पु,44,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Sunsari,Kosi,Terai,Eastern,4,विन्देश्वर  मण्डल,पु,34,जनता पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,4,तिर्थराज  चौधरी (भौर),पु,46,नेपाल कम्युनिष्ट पार्टी (संयुक्त)
Sunsari,Kosi,Terai,Eastern,4,चन्देश्वर  चौधरी,पु,54,नेपाल सद्भावना पार्टी (गजेन्द्रवादी)
Sunsari,Kosi,Terai,Eastern,4,खेमराज  पोखरेल,पु,59,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Sunsari,Kosi,Terai,Eastern,4,हरि नारायण चौधरी थारु,पु,62,थरुहट तराई पार्टी नेपाल  
Sunsari,Kosi,Terai,Eastern,4,सुनिल कुमार मेहता,पु,32,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,4,चन्द्र किशोर यादव,पु,40,मधेशी जनअधिकार फोरम (गणतान्त्रिक)
Sunsari,Kosi,Terai,Eastern,4,राज कुमार राम चमार,पु,39,नेपाली जनता दल 
Sunsari,Kosi,Terai,Eastern,4,नागेश्वर प्रसाद साहु,पु,29,संघीय सद्भावना पार्टी 
Sunsari,Kosi,Terai,Eastern,4,इन्द्र कुमार कर्ण,पु,35,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,4,डोमी  उराँव झागड,पु,40,राष्ट्रिय जनमुक्ति पार्टी 
Sunsari,Kosi,Terai,Eastern,4,हिरालाल  साहु,पु,57,लोक दल   
Sunsari,Kosi,Terai,Eastern,4,सत्य नारायण ठाकुर,पु,36,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,4,रामचन्द्र  मेहता,पु,30,मधेश तराई फोरम  
Sunsari,Kosi,Terai,Eastern,4,हंसराज  मेहता,पु,42,राष्ट्रिय प्रजातन्त्र पार्टी 
Sunsari,Kosi,Terai,Eastern,4,सिताराम  महतो,पु,58,नेपाली काँग्रेस
Sunsari,Kosi,Terai,Eastern,4,अर्जुन  मेहता,पु,32,सोसल रिपब्लिकन पार्टी 
Sunsari,Kosi,Terai,Eastern,4,डम्बर बहादुर घिमिरे,पु,50,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,4,जयराम  चौधरी,पु,37,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,4,महिचन्द्र  साहु,पु,59,सद्भावना पार्टी 
Sunsari,Kosi,Terai,Eastern,4,शिव नारायण मेहता,पु,41,तराई–मधेश लोकतान्त्रिक पार्टी 
Sunsari,Kosi,Terai,Eastern,4,पंकज कुमार भगत,पु,34,राष्ट्रिय मधेश समाजवादी पार्टी 
Sunsari,Kosi,Terai,Eastern,4,राकेश कुमार मेहता,पु,41,तराई मधेश सदभावना पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,4,आशा कुमारी सरदार,पु,40,चुरेभावर लोकतान्त्रिक पार्टी  
Sunsari,Kosi,Terai,Eastern,4,शुवाश  राई,पु,32,"खम्वुवान राष्ट्रिय मोर्चा, नेपाल "
Sunsari,Kosi,Terai,Eastern,4,मनोज कुमार मण्डल,पु,33,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,4,देव नारायण महतो,पु,41,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,4,सुलेमान  साफी,पु,31,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,4,खलिद हुसेन हक,पु,58,"मधेशी जनअधिकार फोरम, नेपाल "
Sunsari,Kosi,Terai,Eastern,4,अरबिन्द प्रसाद मेहता,पु,63,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Sunsari,Kosi,Terai,Eastern,4,संजय कुमार कर्ण,पु,26,शिवसेना नेपाल 
Sunsari,Kosi,Terai,Eastern,4,बुध नारायण यादव,पु,30,राष्ट्रिय जनता दल नेपाल 
Sunsari,Kosi,Terai,Eastern,4,सुरत लाल चौधरी,पु,51,नेपाल लोकतान्त्रिक समाजवादी दल 
Sunsari,Kosi,Terai,Eastern,4,भिखनी देवी राम,म,48,"सङ्घीय समाजवादी पार्टी, नेपाल"
Sunsari,Kosi,Terai,Eastern,4,विमल देवी मेहता,म,40,नेपाल जनसमावेशी एकता पार्टी  
Sunsari,Kosi,Terai,Eastern,4,सरस्वती  गौतम,म,46,नेपालआमा पार्टी  
Sunsari,Kosi,Terai,Eastern,4,लिला देवी मेहता,म,40,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Sunsari,Kosi,Terai,Eastern,4,सिता कुमारी ठाकुर,म,40,नेपाल सद्भावना पार्टी
Sunsari,Kosi,Terai,Eastern,5,हरीहर प्रसाद यादव,पु,59,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,श्रीकृष्ण  मेहता,पु,39,राष्ट्रिय जनता दल नेपाल 
Sunsari,Kosi,Terai,Eastern,5,रघुनाथ  राई,पु,31,"खम्वुवान राष्ट्रिय मोर्चा, नेपाल "
Sunsari,Kosi,Terai,Eastern,5,नन्दन कुमार दत्त,पु,55,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Sunsari,Kosi,Terai,Eastern,5,जोगानन्द  झा,पु,44,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,5,जमिल  अख्तर मिया,पु,43,नेपाली काँग्रेस
Sunsari,Kosi,Terai,Eastern,5,इरफान  मिया,पु,37,संघीय सद्भावना पार्टी 
Sunsari,Kosi,Terai,Eastern,5,हसबुल  मिया,पु,37,राष्ट्रिय प्रजातन्त्र पार्टी 
Sunsari,Kosi,Terai,Eastern,5,बच्चालाल  यादव,पु,53,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,पदम बहादुर बस्नेत,पु,52,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,हेमन्त कुमार उराँव,पु,26,राष्ट्रिय जनमुक्ति पार्टी 
Sunsari,Kosi,Terai,Eastern,5,शत्रुघन प्रसाद यादव,पु,53,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,5,अनिल कुमार साह,पु,44,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,कलिम  अंसारी,पु,46,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Sunsari,Kosi,Terai,Eastern,5,अरुण  भुस्कुलिया,पु,25,तराई मधेश सदभावना पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,5,मो. तजमुल  मिया मन्सुरी,पु,35,राष्ट्रिय मधेश समाजवादी पार्टी 
Sunsari,Kosi,Terai,Eastern,5,अशोक कुमार लाभ कर्ण,पु,34,नेपाल सद्भावना पार्टी (गजेन्द्रवादी)
Sunsari,Kosi,Terai,Eastern,5,अबुल हुसेन अंसारी,पु,33,तराई–मधेश लोकतान्त्रिक पार्टी 
Sunsari,Kosi,Terai,Eastern,5,किशोर  यादव,पु,64,नेपाल परिवार दल 
Sunsari,Kosi,Terai,Eastern,5,गुरुदेव  राम,पु,33,बहुजन समाज पार्टी नेपाल
Sunsari,Kosi,Terai,Eastern,5,राजकुमार  यादव,पु,35,मधेशी जनअधिकार फोरम (गणतान्त्रिक)
Sunsari,Kosi,Terai,Eastern,5,विजल कुमार मण्डल,पु,25,तराई मधेश पहाड हिमाल एकता पार्टी  
Sunsari,Kosi,Terai,Eastern,5,सुर्य नारायण यादव,पु,41,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,गफार  अंसारी मिया,पु,49,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Sunsari,Kosi,Terai,Eastern,5,महमद ताहिर मिया,पु,67,नेपाली जनता दल 
Sunsari,Kosi,Terai,Eastern,5,भद्र लाल उराँव,पु,27,जनतान्त्रिक तराई मधेश मुक्ति टाइगर्स 
Sunsari,Kosi,Terai,Eastern,5,सत्रुधन  साहु सुडी,पु,63,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,मुस्तुफा  मंसुरी,पु,40,सोसल रिपब्लिकन पार्टी 
Sunsari,Kosi,Terai,Eastern,5,टेक नारायण यादव,पु,49,राष्ट्रिय जनमोर्चा 
Sunsari,Kosi,Terai,Eastern,5,राम नारायण साहु,पु,47,समाजवादी जनता पार्टी 
Sunsari,Kosi,Terai,Eastern,5,रवेन्द्र कुमार कर्ण,पु,38,जनयुनिटी को–अपरेटिभ पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,5,बसिर  मिया,पु,49,नेपाल मजदुर किसान पार्टी 
Sunsari,Kosi,Terai,Eastern,5,कौशल किशोर कर्ण,पु,50,जनता पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,5,किस्मत  मिया,पु,43,नेपाल लोकतान्त्रिक समाजवादी दल 
Sunsari,Kosi,Terai,Eastern,5,प्रभु नारायण यादव,पु,31,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,जगदिश प्रसाद कुशियैत,पु,53,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Sunsari,Kosi,Terai,Eastern,5,सन्तोश कुमार मेहता,पु,30,सद्भावना पार्टी 
Sunsari,Kosi,Terai,Eastern,5,कमरुद  जट,पु,34,नेपाल सद्भावना पार्टी
Sunsari,Kosi,Terai,Eastern,5,बुधेश्वर  यादव,पु,41,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,उपेन्द्र  यादव,पु,53,"मधेशी जनअधिकार फोरम, नेपाल "
Sunsari,Kosi,Terai,Eastern,5,कामेश्वर  खंग,पु,48,दलित जनजाति पार्टी 
Sunsari,Kosi,Terai,Eastern,5,देवनाथ प्रसाद यादव,पु,29,"सङ्घीय समाजवादी पार्टी, नेपाल"
Sunsari,Kosi,Terai,Eastern,5,शंकर  साह,पु,39,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,राम कुमार यादव,पु,27,मधेश तराई फोरम  
Sunsari,Kosi,Terai,Eastern,5,जगदिश  यादव,पु,54,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,अन्जना देवी गुप्ता,म,41,लोक दल   
Sunsari,Kosi,Terai,Eastern,5,गोहली देवी सदा,म,52,नेपाल कम्युनिष्ट पार्टी (संयुक्त)
Sunsari,Kosi,Terai,Eastern,5,इन्द्र देवी महतो,म,43,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,5,उर्मिला देवी यादव,म,40,राष्ट्रिय मधेश बहुजन समाजवादी पार्टी 
Sunsari,Kosi,Terai,Eastern,5,विमला  थापा,म,37,खस समावेशी राष्ट्रिय पार्टी 
Sunsari,Kosi,Terai,Eastern,6,रविन  राई,पु,28,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,6,सत्य नारायण साहु,पु,46,संघीय सद्भावना पार्टी 
Sunsari,Kosi,Terai,Eastern,6,रोहित  सुब्बा,पु,35,सोसल रिपब्लिकन पार्टी 
Sunsari,Kosi,Terai,Eastern,6,गोकुल  थापा,पु,42,नेपाल लेबर पार्टी
Sunsari,Kosi,Terai,Eastern,6,हरी प्रसाद आचार्य,पु,33,नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)
Sunsari,Kosi,Terai,Eastern,6,राजन कुमार गौतम,पु,41,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,6,दल बहादुर खड्का,पु,56,खस समावेशी राष्ट्रिय पार्टी 
Sunsari,Kosi,Terai,Eastern,6,तिलक बहादुर कामी,पु,55,दलित जनजाति पार्टी 
Sunsari,Kosi,Terai,Eastern,6,राम बहादुर बस्नेत,पु,66,नेपाली काँग्रेस
Sunsari,Kosi,Terai,Eastern,6,इन्द्रकला  सुब्बा,म,44,राष्ट्रिय जनमुक्ति पार्टी 
Sunsari,Kosi,Terai,Eastern,6,कौशिला  दाहाल,म,45,जनता पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,6,राधा  निरौला,म,55,राष्ट्रिय स्वाभिमान पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,6,भिम प्रसाद आचार्य,पु,54,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Sunsari,Kosi,Terai,Eastern,6,डम्मरु  सुवेदी,पु,37,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Sunsari,Kosi,Terai,Eastern,6,दिप नारायण चौधरी,पु,60,राष्ट्रिय प्रजातन्त्र पार्टी 
Sunsari,Kosi,Terai,Eastern,6,रघुनाथ  राई,पु,31,"खम्वुवान राष्ट्रिय मोर्चा, नेपाल "
Sunsari,Kosi,Terai,Eastern,6,रोहित कुमार तामाङ्ग,पु,59,राष्ट्रिय मधेश समाजवादी पार्टी 
Sunsari,Kosi,Terai,Eastern,6,भरत राज भट्टराई,पु,63,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,6,हर्कराज  विष्ट,पु,26,नेपाल कम्युनिष्ट पार्टी
Sunsari,Kosi,Terai,Eastern,6,राज कुमार चौधरी,पु,31,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,6,लाल बहादुर लिम्बु,पु,45,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,6,बल बहादुर कार्की,पु,37,स्वतन्त्र 
Sunsari,Kosi,Terai,Eastern,6,गोपाल बहादुर भण्डारी,पु,44,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Sunsari,Kosi,Terai,Eastern,6,हरी नारायण चौधरी थारु,पु,62,थरुहट तराई पार्टी नेपाल  
Sunsari,Kosi,Terai,Eastern,6,काशिराम  चौधरी,पु,58,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Sunsari,Kosi,Terai,Eastern,6,राम प्रसाद रेग्मी,पु,33,चुरेभावर लोकतान्त्रिक पार्टी  
Sunsari,Kosi,Terai,Eastern,6,अच्छेलाल  मण्डल,पु,55,"मधेशी जनअधिकार फोरम, नेपाल "
Sunsari,Kosi,Terai,Eastern,6,शिवनारायण  मुसहर,पु,55,नेपाल लोकतान्त्रिक समाजवादी दल 
Sunsari,Kosi,Terai,Eastern,6,शिव नारायण मण्डल,पु,32,नेपाली जनता दल 
Sunsari,Kosi,Terai,Eastern,6,केदार प्रसाद निरौला,पु,45,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल 
Sunsari,Kosi,Terai,Eastern,6,ओम नारायण राजवातर धामी,पु,30,लिम्बुवान मुक्ति मोर्चा नेपाल  
Sunsari,Kosi,Terai,Eastern,6,लाल बहादुर प्रधान,पु,41,"सङ्घीय समाजवादी पार्टी, नेपाल"
Sunsari,Kosi,Terai,Eastern,6,धिरेन्द्र कुमार कुरी,पु,28,जनयुनिटी को–अपरेटिभ पार्टी नेपाल 
Solukhumbu,Sagarmatha,Mountain,Eastern,1,मन कुमार गुरुङ,पु,51,मंगोल नेशनल अर्गनाइजेशन 
Solukhumbu,Sagarmatha,Mountain,Eastern,1,पुण्य प्रसाद दाहाल,पु,43,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Solukhumbu,Sagarmatha,Mountain,Eastern,1,कुमार  कटेल,पु,29,नेपाल मजदुर किसान पार्टी 
Solukhumbu,Sagarmatha,Mountain,Eastern,1,भीम बहादुर राई,पु,44,"सङ्घीय समाजवादी पार्टी, नेपाल"
Solukhumbu,Sagarmatha,Mountain,Eastern,1,विष्णु प्रसाद बास्तोला,पु,61,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Solukhumbu,Sagarmatha,Mountain,Eastern,1,गोम्बु  शेर्पा,पु,33,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Solukhumbu,Sagarmatha,Mountain,Eastern,1,घनश्याम  बास्तोला,पु,42,राष्ट्रिय प्रजातन्त्र पार्टी 
Solukhumbu,Sagarmatha,Mountain,Eastern,1,अनिल कुमार राई,पु,38,नेपाल कम्युनिष्ट पार्टी
Solukhumbu,Sagarmatha,Mountain,Eastern,1,सोनाम छिरिङ्ग शेर्पा,पु,65,स्वतन्त्र 
Solukhumbu,Sagarmatha,Mountain,Eastern,1,आङ ङिमा लामा शेर्पा,पु,62,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Solukhumbu,Sagarmatha,Mountain,Eastern,1,बल बहादुर के.सी,पु,60,नेपाली काँग्रेस
Solukhumbu,Sagarmatha,Mountain,Eastern,1,विष्णु बहादुर कार्की,पु,61,खस समावेशी राष्ट्रिय पार्टी 
Khotang,Sagarmatha,Hill,Eastern,1,धर्मराज  पोखरेल,पु,41,राष्ट्रिय प्रजातन्त्र पार्टी 
Khotang,Sagarmatha,Hill,Eastern,1,नरेश कुमार श्रेष्ठ,पु,56,नेपाली काँग्रेस
Khotang,Sagarmatha,Hill,Eastern,1,भोजराज  अधिकारी,पु,40,शान्ति पार्टी नेपाल 
Khotang,Sagarmatha,Hill,Eastern,1,कर्ण बहादुर कार्की,पु,44,खस समावेशी राष्ट्रिय पार्टी 
Khotang,Sagarmatha,Hill,Eastern,1,पाँचकर्ण  राई,पु,48,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Khotang,Sagarmatha,Hill,Eastern,1,प्रतिमान  राई,पु,60,नेपाल कम्युनिष्ट पार्टी
Khotang,Sagarmatha,Hill,Eastern,1,बइन्द्र  के.सी.,पु,41,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Khotang,Sagarmatha,Hill,Eastern,1,दुर्गा जयन्ती राई,म,38,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Khotang,Sagarmatha,Hill,Eastern,1,देवराज  राई,पु,54,"सङ्घीय समाजवादी पार्टी, नेपाल"
Khotang,Sagarmatha,Hill,Eastern,1,भूपी  राई,पु,55,"खम्वुवान राष्ट्रिय मोर्चा, नेपाल "
Khotang,Sagarmatha,Hill,Eastern,1,जगदिश  राजभण्डारी,पु,35,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Khotang,Sagarmatha,Hill,Eastern,2,तारा कुमार खड्का,पु,29,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Khotang,Sagarmatha,Hill,Eastern,2,विष्णु कुमार राई,पु,50,नेपाली काँग्रेस
Khotang,Sagarmatha,Hill,Eastern,2,विष्णुराज  राई,पु,35,स्वतन्त्र 
Khotang,Sagarmatha,Hill,Eastern,2,रमेश कुमार के.सी.,पु,46,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Khotang,Sagarmatha,Hill,Eastern,2,पूर्ण बहादुर राई,पु,40,संयुक्त जनमोर्चा
Khotang,Sagarmatha,Hill,Eastern,2,गोविन्द  थापा,पु,43,खस समावेशी राष्ट्रिय पार्टी 
Khotang,Sagarmatha,Hill,Eastern,2,सन बहादुर राई,पु,44,"सङ्घीय समाजवादी पार्टी, नेपाल"
Khotang,Sagarmatha,Hill,Eastern,2,कुल प्रसाद शर्मा (फुायल),पु,50,नेपाल कम्युनिष्ट पार्टी
Khotang,Sagarmatha,Hill,Eastern,2,दिल कुमार राई,पु,36,"खम्वुवान राष्ट्रिय मोर्चा, नेपाल "
Khotang,Sagarmatha,Hill,Eastern,2,विशाल  भट्टराई,पु,45,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Khotang,Sagarmatha,Hill,Eastern,2,देवान  चाम्लिङ्ग,पु,36,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Khotang,Sagarmatha,Hill,Eastern,2,कृष्ण कुमारी राई,म,55,राष्ट्रिय प्रजातन्त्र पार्टी 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,कुन्ता देवी खत्री,म,59,स्वतन्त्र 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,जुद्ध बहादुर राई,पु,41,"सङ्घीय समाजवादी पार्टी, नेपाल"
Okhaldhunga,Sagarmatha,Hill,Eastern,1,रसिला  खतिवडा,म,35,नेपाल परिवार दल 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,यज्ञ राज सुनुवार,पु,41,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Okhaldhunga,Sagarmatha,Hill,Eastern,1,केशव  राई,पु,42,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Okhaldhunga,Sagarmatha,Hill,Eastern,1,बाल कृष्ण दाहाल,पु,43,नेपाली काँग्रेस
Okhaldhunga,Sagarmatha,Hill,Eastern,1,मुगा धन राई,पु,59,राष्ट्रिय प्रजातन्त्र पार्टी 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,टेक बहादुर सार्की,पु,34,नेपाल कम्युनिष्ट पार्टी (मालेमा) साम्यवादी
Okhaldhunga,Sagarmatha,Hill,Eastern,1,केशव  रमतेल,पु,33,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Okhaldhunga,Sagarmatha,Hill,Eastern,1,आङ्ग दावा शेर्पा,पु,43,मंगोल नेशनल अर्गनाइजेशन 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,रण बहादुर भन्डारी,पु,49,खस समावेशी राष्ट्रिय पार्टी 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,दिनेश  ताम्राकार,पु,35,राष्ट्रिय स्वाभिमान पार्टी नेपाल 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,नारायण बहादुर सुवेदी,पु,33,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Okhaldhunga,Sagarmatha,Hill,Eastern,1,वेद बहादुर खत्री,पु,46,नेपाल कम्युनिष्ट पार्टी
Okhaldhunga,Sagarmatha,Hill,Eastern,2,धिरेन्द्र  राई,पु,33,"सङ्घीय समाजवादी पार्टी, नेपाल"
Okhaldhunga,Sagarmatha,Hill,Eastern,2,हर्क बहादुर राई,पु,60,राष्ट्रिय प्रजातन्त्र पार्टी 
Okhaldhunga,Sagarmatha,Hill,Eastern,2,राम कुमार सुवेदी (खत्री),पु,42,नेपाल कम्युनिष्ट पार्टी (माले–समाजवादी)
Okhaldhunga,Sagarmatha,Hill,Eastern,2,गुरु प्रसाद दाहाल,पु,39,नेपाल कम्युनिष्ट पार्टी
Okhaldhunga,Sagarmatha,Hill,Eastern,2,राम हरी खतिवडा,पु,43,नेपाली काँग्रेस
Okhaldhunga,Sagarmatha,Hill,Eastern,2,बजेन्द्र  राई,पु,33,मंगोल नेशनल अर्गनाइजेशन 
Okhaldhunga,Sagarmatha,Hill,Eastern,2,टंक नाथ आचार्य,पु,61,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Okhaldhunga,Sagarmatha,Hill,Eastern,2,अशोक कुमार कार्की,पु,52,स्वतन्त्र 
Okhaldhunga,Sagarmatha,Hill,Eastern,2,भीम प्रसाद धमला,पु,27,नेपाल परिवार दल 
Okhaldhunga,Sagarmatha,Hill,Eastern,2,नानी बाबु बुढाथोकी,पु,53,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Okhaldhunga,Sagarmatha,Hill,Eastern,2,लाल बहादुर खड्का,पु,55,खस समावेशी राष्ट्रिय पार्टी 
Okhaldhunga,Sagarmatha,Hill,Eastern,2,लक्ष्मी प्रसाद वास्कोटा,पु,52,स्वतन्त्र 
Okhaldhunga,Sagarmatha,Hill,Eastern,2,बिष्णु बहादुर क्षेष्ठ,पु,29,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Okhaldhunga,Sagarmatha,Hill,Eastern,2,पेशल कुमार खतिवडा,पु,56,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Udayapur,Sagarmatha,Hill,Eastern,1,राजेन्द्र प्रसाद चौधरी,पु,66,संघीय सद्भावना पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,1,प्रदिप  पोखरेल,पु,33,राष्ट्रिय चुरेभावर पार्टी
Udayapur,Sagarmatha,Hill,Eastern,1,रामवती  चौधरी,म,66,राष्ट्रिय प्रजातन्त्र पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,1,नेम लक्षी राई,म,50,राष्ट्रिय जनमुक्ति पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,1,एल्जीना  Achham,म,33,लोकतान्त्रिक जनता पार्टी नेपाल 
Udayapur,Sagarmatha,Hill,Eastern,1,शिवा देवी चौधरी,म,50,थरुहट तराई पार्टी नेपाल  
Udayapur,Sagarmatha,Hill,Eastern,1,गंगा बहादुर कार्की,पु,60,नेपाल कम्युनिष्ट पार्टी
Udayapur,Sagarmatha,Hill,Eastern,1,मदन बहादुर कटुवाल,पु,50,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Udayapur,Sagarmatha,Hill,Eastern,1,रमेश कुमार खड्का,पु,58,नेपाल जनता पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,1,शंकर प्रसाद चौधरी,पु,49,नेपाल लोकतान्त्रिक समाजवादी दल 
Udayapur,Sagarmatha,Hill,Eastern,1,बिभेस कुमार यादव,पु,28,"मधेशी जनअधिकार फोरम, नेपाल "
Udayapur,Sagarmatha,Hill,Eastern,1,डा. नारायण  खड्का,पु,64,नेपाली काँग्रेस
Udayapur,Sagarmatha,Hill,Eastern,1,घमान सिं मगर,पु,36,समाजवादी जनता पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,1,जय बहादुर लिम्बु,पु,46,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Udayapur,Sagarmatha,Hill,Eastern,1,मणिराज उपाध्याय पौडेल,पु,65,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Udayapur,Sagarmatha,Hill,Eastern,1,टिकाराम  राई,पु,31,"संघीय गणतान्त्रिक समाजवादी पार्टी, नेपाल"
Udayapur,Sagarmatha,Hill,Eastern,1,शुभ लाल चौधरी मृदहाथारु,पु,60,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Udayapur,Sagarmatha,Hill,Eastern,1,युवक कुमार बस्नेत,पु,25,चुरेभावर लोकतान्त्रिक पार्टी  
Udayapur,Sagarmatha,Hill,Eastern,1,दिप प्रकाश राई,पु,28,"खम्वुवान राष्ट्रिय मोर्चा, नेपाल "
Udayapur,Sagarmatha,Hill,Eastern,1,सन्तोष  बस्नेत,पु,25,खस समावेशी राष्ट्रिय पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,1,प्रदिप कुमार चौधरी,पु,36,"सङ्घीय समाजवादी पार्टी, नेपाल"
Udayapur,Sagarmatha,Hill,Eastern,1,महा प्रसाद ढकाल,पु,36,राष्ट्रिय शिवसेना पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,1,राजन  किराती,पु,35,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Udayapur,Sagarmatha,Hill,Eastern,1,बिध्या नन्द चौधरी,पु,35,सद्भावना पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,2,मंजु कुमारी चौधरी,म,39,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Udayapur,Sagarmatha,Hill,Eastern,2,प्रमिला  राई,म,50,नेपाली काँग्रेस
Udayapur,Sagarmatha,Hill,Eastern,2,चण्डिका  अधिकारी,म,44,खस समावेशी राष्ट्रिय पार्टी 
Udayapur,Sagarmatha,Hill,Eastern,2,विमला कुमारी ठाकुर,म,36,तराई–मधेश लोकतान्त्रिक पार्टी 
