,historical_date,year,codingstart,Indicator,Code index,Indices,Index,Value
2958,1958-01-01,1958,1900,v2xdl_delib,,Democracy,Deliberative component index,0.6631453633
2959,1958-01-01,1958,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.7791730762
2960,1958-01-01,1958,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.5289863944
2961,1959-01-01,1959,1900,v2xdl_delib,,Democracy,Deliberative component index,0.6887168288
2962,1959-01-01,1959,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8020010591
2963,1959-01-01,1959,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.5539479852
2964,1960-01-01,1960,1900,v2xdl_delib,,Democracy,Deliberative component index,0.6503483653
2965,1960-01-01,1960,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.7685570717
2966,1960-01-01,1960,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.5153232217
2967,1961-01-01,1961,1900,v2xdl_delib,,Democracy,Deliberative component index,0.5557498336
2968,1961-01-01,1961,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.6827018857
2969,1961-01-01,1961,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.4227499664
2970,1962-01-01,1962,1900,v2xdl_delib,,Democracy,Deliberative component index,0.4196944237
2971,1962-01-01,1962,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.5514743924
2972,1962-01-01,1962,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.2964155674
2973,1963-01-01,1963,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2974,1963-01-01,1963,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2975,1963-01-01,1963,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2976,1964-01-01,1964,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2977,1964-01-01,1964,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2978,1964-01-01,1964,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2979,1965-01-01,1965,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2980,1965-01-01,1965,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2981,1965-01-01,1965,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2982,1966-01-01,1966,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2983,1966-01-01,1966,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2984,1966-01-01,1966,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2985,1967-01-01,1967,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2986,1967-01-01,1967,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2987,1967-01-01,1967,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2988,1968-01-01,1968,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2989,1968-01-01,1968,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2990,1968-01-01,1968,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2991,1969-01-01,1969,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2992,1969-01-01,1969,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2993,1969-01-01,1969,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2994,1970-01-01,1970,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2995,1970-01-01,1970,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2996,1970-01-01,1970,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
2997,1971-01-01,1971,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
2998,1971-01-01,1971,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
2999,1971-01-01,1971,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3000,1972-01-01,1972,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3001,1972-01-01,1972,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3002,1972-01-01,1972,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3003,1973-01-01,1973,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3004,1973-01-01,1973,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3005,1973-01-01,1973,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3006,1974-01-01,1974,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3007,1974-01-01,1974,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3008,1974-01-01,1974,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3009,1975-01-01,1975,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3010,1975-01-01,1975,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3011,1975-01-01,1975,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3012,1976-01-01,1976,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3013,1976-01-01,1976,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3014,1976-01-01,1976,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3015,1977-01-01,1977,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3016,1977-01-01,1977,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3017,1977-01-01,1977,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3018,1978-01-01,1978,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3019,1978-01-01,1978,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3020,1978-01-01,1978,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3021,1979-01-01,1979,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2771918476
3022,1979-01-01,1979,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4055901468
3023,1979-01-01,1979,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1727114469
3024,1980-01-01,1980,1900,v2xdl_delib,,Democracy,Deliberative component index,0.2871562541
3025,1980-01-01,1980,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4151910245
3026,1980-01-01,1980,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.181619212
3027,1981-01-01,1981,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3028,1981-01-01,1981,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3029,1981-01-01,1981,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3030,1982-01-01,1982,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3031,1982-01-01,1982,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3032,1982-01-01,1982,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3033,1983-01-01,1983,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3034,1983-01-01,1983,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3035,1983-01-01,1983,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3036,1984-01-01,1984,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3037,1984-01-01,1984,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3038,1984-01-01,1984,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3039,1985-01-01,1985,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3040,1985-01-01,1985,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3041,1985-01-01,1985,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3042,1986-01-01,1986,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3043,1986-01-01,1986,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3044,1986-01-01,1986,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3045,1987-01-01,1987,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3046,1987-01-01,1987,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3047,1987-01-01,1987,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3048,1988-01-01,1988,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3049,1988-01-01,1988,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3050,1988-01-01,1988,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3051,1989-01-01,1989,1900,v2xdl_delib,,Democracy,Deliberative component index,0.3023530543
3052,1989-01-01,1989,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.4286093414
3053,1989-01-01,1989,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.1961721182
3054,1990-01-01,1990,1900,v2xdl_delib,,Democracy,Deliberative component index,0.4099985361
3055,1990-01-01,1990,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.5481476784
3056,1990-01-01,1990,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.2822804153
3057,1991-01-01,1991,1900,v2xdl_delib,,Democracy,Deliberative component index,0.7936446667
3058,1991-01-01,1991,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.875259757
3059,1991-01-01,1991,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.6867480278
3060,1992-01-01,1992,1900,v2xdl_delib,,Democracy,Deliberative component index,0.813711226
3061,1992-01-01,1992,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8914731741
3062,1992-01-01,1992,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7084666491
3063,1993-01-01,1993,1900,v2xdl_delib,,Democracy,Deliberative component index,0.813711226
3064,1993-01-01,1993,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8914731741
3065,1993-01-01,1993,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7084666491
3066,1994-01-01,1994,1900,v2xdl_delib,,Democracy,Deliberative component index,0.813711226
3067,1994-01-01,1994,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8914731741
3068,1994-01-01,1994,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7084666491
3069,1995-01-01,1995,1900,v2xdl_delib,,Democracy,Deliberative component index,0.813711226
3070,1995-01-01,1995,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8914731741
3071,1995-01-01,1995,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7084666491
3072,1996-01-01,1996,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8136544228
3073,1996-01-01,1996,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8958826065
3074,1996-01-01,1996,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7000184059
3075,1997-01-01,1997,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8226460218
3076,1997-01-01,1997,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8999465704
3077,1997-01-01,1997,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7155745625
3078,1998-01-01,1998,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8226460218
3079,1998-01-01,1998,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8999465704
3080,1998-01-01,1998,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7155745625
3081,1999-01-01,1999,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8226460218
3082,1999-01-01,1999,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8999465704
3083,1999-01-01,1999,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7155745625
3084,2000-01-01,2000,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8021376133
3085,2000-01-01,2000,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8889542222
3086,2000-01-01,2000,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.6835244894
3087,2001-01-01,2001,1900,v2xdl_delib,,Democracy,Deliberative component index,0.6793133616
3088,2001-01-01,2001,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.7910679579
3089,2001-01-01,2001,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.5483234525
3090,2002-01-01,2002,1900,v2xdl_delib,,Democracy,Deliberative component index,0.660641551
3091,2002-01-01,2002,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.7738011479
3092,2002-01-01,2002,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.530690372
3093,2003-01-01,2003,1900,v2xdl_delib,,Democracy,Deliberative component index,0.5759851336
3094,2003-01-01,2003,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.7067053318
3095,2003-01-01,2003,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.4362359345
3096,2004-01-01,2004,1900,v2xdl_delib,,Democracy,Deliberative component index,0.521140635
3097,2004-01-01,2004,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.6530507803
3098,2004-01-01,2004,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.3868505955
3099,2005-01-01,2005,1900,v2xdl_delib,,Democracy,Deliberative component index,0.5485317111
3100,2005-01-01,2005,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.6738830805
3101,2005-01-01,2005,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.4181002378
3102,2006-01-01,2006,1900,v2xdl_delib,,Democracy,Deliberative component index,0.7288030982
3103,2006-01-01,2006,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8269950151
3104,2006-01-01,2006,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.6087403297
3105,2007-01-01,2007,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8546877503
3106,2007-01-01,2007,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.916849792
3107,2007-01-01,2007,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7670958042
3108,2008-01-01,2008,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8388050795
3109,2008-01-01,2008,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.9104851484
3110,2008-01-01,2008,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7374061346
3111,2009-01-01,2009,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8388050795
3112,2009-01-01,2009,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.9104851484
3113,2009-01-01,2009,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7374061346
3114,2010-01-01,2010,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8388050795
3115,2010-01-01,2010,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.9104851484
3116,2010-01-01,2010,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7374061346
3117,2011-01-01,2011,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8388050795
3118,2011-01-01,2011,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.9104851484
3119,2011-01-01,2011,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7374061346
3120,2012-01-01,2012,1900,v2xdl_delib,,Democracy,Deliberative component index,0.8347408175
3121,2012-01-01,2012,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.9051895142
3122,2012-01-01,2012,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.7371029854
3123,2013-01-01,2013,1900,v2xdl_delib,,Democracy,Deliberative component index,0.7636098266
3124,2013-01-01,2013,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8523917198
3125,2013-01-01,2013,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.6514281034
3126,2014-01-01,2014,1900,v2xdl_delib,,Democracy,Deliberative component index,0.7929746509
3127,2014-01-01,2014,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.8769213557
3128,2014-01-01,2014,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.6821923852
3129,2015-01-01,2015,1900,v2xdl_delib,,Democracy,Deliberative component index,0.6689415574
3130,2015-01-01,2015,1900,v2xdl_delib,codehigh,Democracy,Deliberative component index,0.7780115008
3131,2015-01-01,2015,1900,v2xdl_delib,codelow,Democracy,Deliberative component index,0.5431964993
3132,1900-01-01,1900,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3133,1900-01-01,1900,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3134,1900-01-01,1900,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3135,1901-01-01,1901,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3136,1901-01-01,1901,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3137,1901-01-01,1901,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3138,1902-01-01,1902,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3139,1902-01-01,1902,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3140,1902-01-01,1902,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3141,1903-01-01,1903,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3142,1903-01-01,1903,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3143,1903-01-01,1903,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3144,1904-01-01,1904,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3145,1904-01-01,1904,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3146,1904-01-01,1904,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3147,1905-01-01,1905,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3148,1905-01-01,1905,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3149,1905-01-01,1905,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3150,1906-01-01,1906,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3151,1906-01-01,1906,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3152,1906-01-01,1906,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3153,1907-01-01,1907,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3154,1907-01-01,1907,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3155,1907-01-01,1907,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3156,1908-01-01,1908,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3157,1908-01-01,1908,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3158,1908-01-01,1908,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3159,1909-01-01,1909,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3160,1909-01-01,1909,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3161,1909-01-01,1909,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3162,1910-01-01,1910,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3163,1910-01-01,1910,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3164,1910-01-01,1910,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3165,1911-01-01,1911,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3166,1911-01-01,1911,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3167,1911-01-01,1911,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3168,1912-01-01,1912,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3169,1912-01-01,1912,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3170,1912-01-01,1912,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3171,1913-01-01,1913,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3172,1913-01-01,1913,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3173,1913-01-01,1913,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3174,1914-01-01,1914,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3175,1914-01-01,1914,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3176,1914-01-01,1914,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3177,1915-01-01,1915,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3178,1915-01-01,1915,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3179,1915-01-01,1915,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3180,1916-01-01,1916,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3181,1916-01-01,1916,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3182,1916-01-01,1916,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3183,1917-01-01,1917,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3184,1917-01-01,1917,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3185,1917-01-01,1917,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3186,1918-01-01,1918,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3187,1918-01-01,1918,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3188,1918-01-01,1918,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3189,1919-01-01,1919,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3190,1919-01-01,1919,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3191,1919-01-01,1919,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3192,1920-01-01,1920,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3193,1920-01-01,1920,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3194,1920-01-01,1920,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3195,1921-01-01,1921,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3196,1921-01-01,1921,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3197,1921-01-01,1921,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3198,1922-01-01,1922,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3199,1922-01-01,1922,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3200,1922-01-01,1922,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3201,1923-01-01,1923,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3202,1923-01-01,1923,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3203,1923-01-01,1923,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3204,1924-01-01,1924,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3205,1924-01-01,1924,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3206,1924-01-01,1924,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3207,1925-01-01,1925,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3208,1925-01-01,1925,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3209,1925-01-01,1925,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3210,1926-01-01,1926,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3211,1926-01-01,1926,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3212,1926-01-01,1926,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3213,1927-01-01,1927,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3214,1927-01-01,1927,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3215,1927-01-01,1927,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3216,1928-01-01,1928,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3217,1928-01-01,1928,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3218,1928-01-01,1928,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3219,1929-01-01,1929,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3220,1929-01-01,1929,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3221,1929-01-01,1929,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3222,1930-01-01,1930,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3223,1930-01-01,1930,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3224,1930-01-01,1930,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3225,1931-01-01,1931,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3226,1931-01-01,1931,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3227,1931-01-01,1931,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3228,1932-01-01,1932,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3229,1932-01-01,1932,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3230,1932-01-01,1932,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3231,1933-01-01,1933,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3232,1933-01-01,1933,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3233,1933-01-01,1933,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3234,1934-01-01,1934,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3235,1934-01-01,1934,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3236,1934-01-01,1934,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
3237,1935-01-01,1935,1900,v2x_egaldem,,Democracy,Egalitarian democracy index,0.0085800933
3238,1935-01-01,1935,1900,v2x_egaldem,codehigh,Democracy,Egalitarian democracy index,0.0156037817
3239,1935-01-01,1935,1900,v2x_egaldem,codelow,Democracy,Egalitarian democracy index,0.0015564045
